ms_subclass,lot_frontage,lot_area,mas_vnr_area,bedroom_abvgr,kitchen,garage_cars,yr_sold,total_bath,total_sf,porch_sf,has_porch,has_2fl,has_fireplace,has_extrms,ms_subclass^2,ms_subclass lot_frontage,ms_subclass lot_area,ms_subclass mas_vnr_area,ms_subclass bedroom_abvgr,ms_subclass kitchen,ms_subclass garage_cars,ms_subclass yr_sold,ms_subclass total_bath,ms_subclass total_sf,ms_subclass porch_sf,ms_subclass has_porch,ms_subclass has_2fl,ms_subclass has_fireplace,ms_subclass has_extrms,lot_frontage^2,lot_frontage lot_area,lot_frontage mas_vnr_area,lot_frontage bedroom_abvgr,lot_frontage kitchen,lot_frontage garage_cars,lot_frontage yr_sold,lot_frontage total_bath,lot_frontage total_sf,lot_frontage porch_sf,lot_frontage has_porch,lot_frontage has_2fl,lot_frontage has_fireplace,lot_frontage has_extrms,lot_area^2,lot_area mas_vnr_area,lot_area bedroom_abvgr,lot_area kitchen,lot_area garage_cars,lot_area yr_sold,lot_area total_bath,lot_area total_sf,lot_area porch_sf,lot_area has_porch,lot_area has_2fl,lot_area has_fireplace,lot_area has_extrms,mas_vnr_area^2,mas_vnr_area bedroom_abvgr,mas_vnr_area kitchen,mas_vnr_area garage_cars,mas_vnr_area yr_sold,mas_vnr_area total_bath,mas_vnr_area total_sf,mas_vnr_area porch_sf,mas_vnr_area has_porch,mas_vnr_area has_2fl,mas_vnr_area has_fireplace,mas_vnr_area has_extrms,bedroom_abvgr^2,bedroom_abvgr kitchen,bedroom_abvgr garage_cars,bedroom_abvgr yr_sold,bedroom_abvgr total_bath,bedroom_abvgr total_sf,bedroom_abvgr porch_sf,bedroom_abvgr has_porch,bedroom_abvgr has_2fl,bedroom_abvgr has_fireplace,bedroom_abvgr has_extrms,kitchen^2,kitchen garage_cars,kitchen yr_sold,kitchen total_bath,kitchen total_sf,kitchen porch_sf,kitchen has_porch,kitchen has_2fl,kitchen has_fireplace,kitchen has_extrms,garage_cars^2,garage_cars yr_sold,garage_cars total_bath,garage_cars total_sf,garage_cars porch_sf,garage_cars has_porch,garage_cars has_2fl,garage_cars has_fireplace,garage_cars has_extrms,yr_sold^2,yr_sold total_bath,yr_sold total_sf,yr_sold porch_sf,yr_sold has_porch,yr_sold has_2fl,yr_sold has_fireplace,yr_sold has_extrms,total_bath^2,total_bath total_sf,total_bath porch_sf,total_bath has_porch,total_bath has_2fl,total_bath has_fireplace,total_bath has_extrms,total_sf^2,total_sf porch_sf,total_sf has_porch,total_sf has_2fl,total_sf has_fireplace,total_sf has_extrms,porch_sf^2,porch_sf has_porch,porch_sf has_2fl,porch_sf has_fireplace,porch_sf has_extrms,has_porch^2,has_porch has_2fl,has_porch has_fireplace,has_porch has_extrms,has_2fl^2,has_2fl has_fireplace,has_2fl has_extrms,has_fireplace^2,has_fireplace has_extrms,has_extrms^2,lot_shape_IR2,lot_shape_IR3,lot_shape_Reg,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,land_slope_Mod,land_slope_Sev,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,exter_qual_Fa,exter_qual_Gd,exter_qual_TA,foundation_CBlock,foundation_PConc,foundation_Stone,central_air_Y,kitchen_qual_Fa,kitchen_qual_Gd,kitchen_qual_TA,garage_cond_Fa,garage_cond_Gd,garage_cond_Po,garage_cond_TA,paved_drive_P,paved_drive_Y
120.0,61.0,7658.0,412.0,2.0,1.0,2.0,2010.0,3.0,3504.0,278.0,1.0,0.0,0.0,1.0,14400.0,7320.0,918960.0,49440.0,240.0,120.0,240.0,241200.0,360.0,420480.0,33360.0,120.0,0.0,0.0,120.0,3721.0,467138.0,25132.0,122.0,61.0,122.0,122610.0,183.0,213744.0,16958.0,61.0,0.0,0.0,61.0,58644964.0,3155096.0,15316.0,7658.0,15316.0,15392580.0,22974.0,26833632.0,2128924.0,7658.0,0.0,0.0,7658.0,169744.0,824.0,412.0,824.0,828120.0,1236.0,1443648.0,114536.0,412.0,0.0,0.0,412.0,4.0,2.0,4.0,4020.0,6.0,7008.0,556.0,2.0,0.0,0.0,2.0,1.0,2.0,2010.0,3.0,3504.0,278.0,1.0,0.0,0.0,1.0,4.0,4020.0,6.0,7008.0,556.0,2.0,0.0,0.0,2.0,4040100.0,6030.0,7043040.0,558780.0,2010.0,0.0,0.0,2010.0,9.0,10512.0,834.0,3.0,0.0,0.0,3.0,12278016.0,974112.0,3504.0,0.0,0.0,3504.0,77284.0,278.0,0.0,0.0,278.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
60.0,63.0,12292.0,184.0,4.0,1.0,3.0,2006.0,2.5,3567.0,285.0,1.0,1.0,0.0,1.0,3600.0,3780.0,737520.0,11040.0,240.0,60.0,180.0,120360.0,150.0,214020.0,17100.0,60.0,60.0,0.0,60.0,3969.0,774396.0,11592.0,252.0,63.0,189.0,126378.0,157.5,224721.0,17955.0,63.0,63.0,0.0,63.0,151093264.0,2261728.0,49168.0,12292.0,36876.0,24657752.0,30730.0,43845564.0,3503220.0,12292.0,12292.0,0.0,12292.0,33856.0,736.0,184.0,552.0,369104.0,460.0,656328.0,52440.0,184.0,184.0,0.0,184.0,16.0,4.0,12.0,8024.0,10.0,14268.0,1140.0,4.0,4.0,0.0,4.0,1.0,3.0,2006.0,2.5,3567.0,285.0,1.0,1.0,0.0,1.0,9.0,6018.0,7.5,10701.0,855.0,3.0,3.0,0.0,3.0,4024036.0,5015.0,7155402.0,571710.0,2006.0,2006.0,0.0,2006.0,6.25,8917.5,712.5,2.5,2.5,0.0,2.5,12723489.0,1016595.0,3567.0,3567.0,0.0,3567.0,81225.0,285.0,285.0,0.0,285.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
20.0,122.0,11923.0,0.0,2.0,1.0,2.0,2009.0,2.0,3600.0,424.0,1.0,0.0,0.0,1.0,400.0,2440.0,238460.0,0.0,40.0,20.0,40.0,40180.0,40.0,72000.0,8480.0,20.0,0.0,0.0,20.0,14884.0,1454606.0,0.0,244.0,122.0,244.0,245098.0,244.0,439200.0,51728.0,122.0,0.0,0.0,122.0,142157929.0,0.0,23846.0,11923.0,23846.0,23953307.0,23846.0,42922800.0,5055352.0,11923.0,0.0,0.0,11923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4018.0,4.0,7200.0,848.0,2.0,0.0,0.0,2.0,1.0,2.0,2009.0,2.0,3600.0,424.0,1.0,0.0,0.0,1.0,4.0,4018.0,4.0,7200.0,848.0,2.0,0.0,0.0,2.0,4036081.0,4018.0,7232400.0,851816.0,2009.0,0.0,0.0,2009.0,4.0,7200.0,848.0,2.0,0.0,0.0,2.0,12960000.0,1526400.0,3600.0,0.0,0.0,3600.0,179776.0,424.0,0.0,0.0,424.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
60.0,91.0,10010.0,320.0,4.0,1.0,3.0,2008.0,3.5,3277.0,484.0,1.0,1.0,0.0,1.0,3600.0,5460.0,600600.0,19200.0,240.0,60.0,180.0,120480.0,210.0,196620.0,29040.0,60.0,60.0,0.0,60.0,8281.0,910910.0,29120.0,364.0,91.0,273.0,182728.0,318.5,298207.0,44044.0,91.0,91.0,0.0,91.0,100200100.0,3203200.0,40040.0,10010.0,30030.0,20100080.0,35035.0,32802770.0,4844840.0,10010.0,10010.0,0.0,10010.0,102400.0,1280.0,320.0,960.0,642560.0,1120.0,1048640.0,154880.0,320.0,320.0,0.0,320.0,16.0,4.0,12.0,8032.0,14.0,13108.0,1936.0,4.0,4.0,0.0,4.0,1.0,3.0,2008.0,3.5,3277.0,484.0,1.0,1.0,0.0,1.0,9.0,6024.0,10.5,9831.0,1452.0,3.0,3.0,0.0,3.0,4032064.0,7028.0,6580216.0,971872.0,2008.0,2008.0,0.0,2008.0,12.25,11469.5,1694.0,3.5,3.5,0.0,3.5,10738729.0,1586068.0,3277.0,3277.0,0.0,3277.0,234256.0,484.0,484.0,0.0,484.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
50.0,69.0,12358.0,0.0,2.0,1.0,2.0,2007.0,1.5,2102.0,237.0,1.0,0.0,0.0,1.0,2500.0,3450.0,617900.0,0.0,100.0,50.0,100.0,100350.0,75.0,105100.0,11850.0,50.0,0.0,0.0,50.0,4761.0,852702.0,0.0,138.0,69.0,138.0,138483.0,103.5,145038.0,16353.0,69.0,0.0,0.0,69.0,152720164.0,0.0,24716.0,12358.0,24716.0,24802506.0,18537.0,25976516.0,2928846.0,12358.0,0.0,0.0,12358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4014.0,3.0,4204.0,474.0,2.0,0.0,0.0,2.0,1.0,2.0,2007.0,1.5,2102.0,237.0,1.0,0.0,0.0,1.0,4.0,4014.0,3.0,4204.0,474.0,2.0,0.0,0.0,2.0,4028049.0,3010.5,4218714.0,475659.0,2007.0,0.0,0.0,2007.0,2.25,3153.0,355.5,1.5,0.0,0.0,1.5,4418404.0,498174.0,2102.0,0.0,0.0,2102.0,56169.0,237.0,0.0,0.0,237.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
60.0,63.0,8577.0,0.0,3.0,1.0,2.0,2010.0,2.5,2580.0,192.0,1.0,1.0,0.0,1.0,3600.0,3780.0,514620.0,0.0,180.0,60.0,120.0,120600.0,150.0,154800.0,11520.0,60.0,60.0,0.0,60.0,3969.0,540351.0,0.0,189.0,63.0,126.0,126630.0,157.5,162540.0,12096.0,63.0,63.0,0.0,63.0,73564929.0,0.0,25731.0,8577.0,17154.0,17239770.0,21442.5,22128660.0,1646784.0,8577.0,8577.0,0.0,8577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,6030.0,7.5,7740.0,576.0,3.0,3.0,0.0,3.0,1.0,2.0,2010.0,2.5,2580.0,192.0,1.0,1.0,0.0,1.0,4.0,4020.0,5.0,5160.0,384.0,2.0,2.0,0.0,2.0,4040100.0,5025.0,5185800.0,385920.0,2010.0,2010.0,0.0,2010.0,6.25,6450.0,480.0,2.5,2.5,0.0,2.5,6656400.0,495360.0,2580.0,2580.0,0.0,2580.0,36864.0,192.0,192.0,0.0,192.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
20.0,72.0,8640.0,0.0,3.0,1.0,2.0,2009.0,2.0,2804.0,331.0,1.0,0.0,0.0,1.0,400.0,1440.0,172800.0,0.0,60.0,20.0,40.0,40180.0,40.0,56080.0,6620.0,20.0,0.0,0.0,20.0,5184.0,622080.0,0.0,216.0,72.0,144.0,144648.0,144.0,201888.0,23832.0,72.0,0.0,0.0,72.0,74649600.0,0.0,25920.0,8640.0,17280.0,17357760.0,17280.0,24226560.0,2859840.0,8640.0,0.0,0.0,8640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,6027.0,6.0,8412.0,993.0,3.0,0.0,0.0,3.0,1.0,2.0,2009.0,2.0,2804.0,331.0,1.0,0.0,0.0,1.0,4.0,4018.0,4.0,5608.0,662.0,2.0,0.0,0.0,2.0,4036081.0,4018.0,5633236.0,664979.0,2009.0,0.0,0.0,2009.0,4.0,5608.0,662.0,2.0,0.0,0.0,2.0,7862416.0,928124.0,2804.0,0.0,0.0,2804.0,109561.0,331.0,0.0,0.0,331.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
20.0,62.0,10447.0,0.0,3.0,1.0,1.0,2007.0,1.5,1751.0,140.0,1.0,0.0,0.0,0.0,400.0,1240.0,208940.0,0.0,60.0,20.0,20.0,40140.0,30.0,35020.0,2800.0,20.0,0.0,0.0,0.0,3844.0,647714.0,0.0,186.0,62.0,62.0,124434.0,93.0,108562.0,8680.0,62.0,0.0,0.0,0.0,109139809.0,0.0,31341.0,10447.0,10447.0,20967129.0,15670.5,18292697.0,1462580.0,10447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,3.0,6021.0,4.5,5253.0,420.0,3.0,0.0,0.0,0.0,1.0,1.0,2007.0,1.5,1751.0,140.0,1.0,0.0,0.0,0.0,1.0,2007.0,1.5,1751.0,140.0,1.0,0.0,0.0,0.0,4028049.0,3010.5,3514257.0,280980.0,2007.0,0.0,0.0,0.0,2.25,2626.5,210.0,1.5,0.0,0.0,0.0,3066001.0,245140.0,1751.0,0.0,0.0,0.0,19600.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
20.0,80.0,9600.0,0.0,3.0,1.0,2.0,2006.0,2.0,2102.0,0.0,0.0,0.0,0.0,1.0,400.0,1600.0,192000.0,0.0,60.0,20.0,40.0,40120.0,40.0,42040.0,0.0,0.0,0.0,0.0,20.0,6400.0,768000.0,0.0,240.0,80.0,160.0,160480.0,160.0,168160.0,0.0,0.0,0.0,0.0,80.0,92160000.0,0.0,28800.0,9600.0,19200.0,19257600.0,19200.0,20179200.0,0.0,0.0,0.0,0.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,6018.0,6.0,6306.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2006.0,2.0,2102.0,0.0,0.0,0.0,0.0,1.0,4.0,4012.0,4.0,4204.0,0.0,0.0,0.0,0.0,2.0,4024036.0,4012.0,4216612.0,0.0,0.0,0.0,0.0,2006.0,4.0,4204.0,0.0,0.0,0.0,0.0,2.0,4418404.0,0.0,0.0,0.0,0.0,2102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
70.0,69.0,4899.0,0.0,3.0,1.0,1.0,2006.0,1.0,2265.0,164.0,1.0,1.0,0.0,1.0,4900.0,4830.0,342930.0,0.0,210.0,70.0,70.0,140420.0,70.0,158550.0,11480.0,70.0,70.0,0.0,70.0,4761.0,338031.0,0.0,207.0,69.0,69.0,138414.0,69.0,156285.0,11316.0,69.0,69.0,0.0,69.0,24000201.0,0.0,14697.0,4899.0,4899.0,9827394.0,4899.0,11096235.0,803436.0,4899.0,4899.0,0.0,4899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,3.0,6018.0,3.0,6795.0,492.0,3.0,3.0,0.0,3.0,1.0,1.0,2006.0,1.0,2265.0,164.0,1.0,1.0,0.0,1.0,1.0,2006.0,1.0,2265.0,164.0,1.0,1.0,0.0,1.0,4024036.0,2006.0,4543590.0,328984.0,2006.0,2006.0,0.0,2006.0,1.0,2265.0,164.0,1.0,1.0,0.0,1.0,5130225.0,371460.0,2265.0,2265.0,0.0,2265.0,26896.0,164.0,164.0,0.0,164.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
90.0,87.0,9246.0,564.0,4.0,2.0,2.0,2008.0,2.0,3312.0,211.0,1.0,0.0,0.0,1.0,8100.0,7830.0,832140.0,50760.0,360.0,180.0,180.0,180720.0,180.0,298080.0,18990.0,90.0,0.0,0.0,90.0,7569.0,804402.0,49068.0,348.0,174.0,174.0,174696.0,174.0,288144.0,18357.0,87.0,0.0,0.0,87.0,85488516.0,5214744.0,36984.0,18492.0,18492.0,18565968.0,18492.0,30622752.0,1950906.0,9246.0,0.0,0.0,9246.0,318096.0,2256.0,1128.0,1128.0,1132512.0,1128.0,1867968.0,119004.0,564.0,0.0,0.0,564.0,16.0,8.0,8.0,8032.0,8.0,13248.0,844.0,4.0,0.0,0.0,4.0,4.0,4.0,4016.0,4.0,6624.0,422.0,2.0,0.0,0.0,2.0,4.0,4016.0,4.0,6624.0,422.0,2.0,0.0,0.0,2.0,4032064.0,4016.0,6650496.0,423688.0,2008.0,0.0,0.0,2008.0,4.0,6624.0,422.0,2.0,0.0,0.0,2.0,10969344.0,698832.0,3312.0,0.0,0.0,3312.0,44521.0,211.0,0.0,0.0,211.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
120.0,69.0,4928.0,0.0,2.0,1.0,2.0,2007.0,2.0,2036.0,205.0,1.0,0.0,0.0,1.0,14400.0,8280.0,591360.0,0.0,240.0,120.0,240.0,240840.0,240.0,244320.0,24600.0,120.0,0.0,0.0,120.0,4761.0,340032.0,0.0,138.0,69.0,138.0,138483.0,138.0,140484.0,14145.0,69.0,0.0,0.0,69.0,24285184.0,0.0,9856.0,4928.0,9856.0,9890496.0,9856.0,10033408.0,1010240.0,4928.0,0.0,0.0,4928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4014.0,4.0,4072.0,410.0,2.0,0.0,0.0,2.0,1.0,2.0,2007.0,2.0,2036.0,205.0,1.0,0.0,0.0,1.0,4.0,4014.0,4.0,4072.0,410.0,2.0,0.0,0.0,2.0,4028049.0,4014.0,4086252.0,411435.0,2007.0,0.0,0.0,2007.0,4.0,4072.0,410.0,2.0,0.0,0.0,2.0,4145296.0,417380.0,2036.0,0.0,0.0,2036.0,42025.0,205.0,0.0,0.0,205.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
20.0,69.0,12692.0,0.0,4.0,1.0,2.0,2007.0,4.0,6428.0,630.0,1.0,0.0,0.0,1.0,400.0,1380.0,253840.0,0.0,80.0,20.0,40.0,40140.0,80.0,128560.0,12600.0,20.0,0.0,0.0,20.0,4761.0,875748.0,0.0,276.0,69.0,138.0,138483.0,276.0,443532.0,43470.0,69.0,0.0,0.0,69.0,161086864.0,0.0,50768.0,12692.0,25384.0,25472844.0,50768.0,81584176.0,7995960.0,12692.0,0.0,0.0,12692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,8.0,8028.0,16.0,25712.0,2520.0,4.0,0.0,0.0,4.0,1.0,2.0,2007.0,4.0,6428.0,630.0,1.0,0.0,0.0,1.0,4.0,4014.0,8.0,12856.0,1260.0,2.0,0.0,0.0,2.0,4028049.0,8028.0,12900996.0,1264410.0,2007.0,0.0,0.0,2007.0,16.0,25712.0,2520.0,4.0,0.0,0.0,4.0,41319184.0,4049640.0,6428.0,0.0,0.0,6428.0,396900.0,630.0,0.0,0.0,630.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
20.0,84.0,7476.0,0.0,3.0,1.0,2.0,2007.0,2.5,2080.0,188.0,1.0,0.0,0.0,0.0,400.0,1680.0,149520.0,0.0,60.0,20.0,40.0,40140.0,50.0,41600.0,3760.0,20.0,0.0,0.0,0.0,7056.0,627984.0,0.0,252.0,84.0,168.0,168588.0,210.0,174720.0,15792.0,84.0,0.0,0.0,0.0,55890576.0,0.0,22428.0,7476.0,14952.0,15004332.0,18690.0,15550080.0,1405488.0,7476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,6021.0,7.5,6240.0,564.0,3.0,0.0,0.0,0.0,1.0,2.0,2007.0,2.5,2080.0,188.0,1.0,0.0,0.0,0.0,4.0,4014.0,5.0,4160.0,376.0,2.0,0.0,0.0,0.0,4028049.0,5017.5,4174560.0,377316.0,2007.0,0.0,0.0,0.0,6.25,5200.0,470.0,2.5,0.0,0.0,0.0,4326400.0,391040.0,2080.0,0.0,0.0,0.0,35344.0,188.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
50.0,53.0,5362.0,0.0,3.0,1.0,2.0,2007.0,2.0,1911.0,323.0,1.0,1.0,0.0,1.0,2500.0,2650.0,268100.0,0.0,150.0,50.0,100.0,100350.0,100.0,95550.0,16150.0,50.0,50.0,0.0,50.0,2809.0,284186.0,0.0,159.0,53.0,106.0,106371.0,106.0,101283.0,17119.0,53.0,53.0,0.0,53.0,28751044.0,0.0,16086.0,5362.0,10724.0,10761534.0,10724.0,10246782.0,1731926.0,5362.0,5362.0,0.0,5362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,6021.0,6.0,5733.0,969.0,3.0,3.0,0.0,3.0,1.0,2.0,2007.0,2.0,1911.0,323.0,1.0,1.0,0.0,1.0,4.0,4014.0,4.0,3822.0,646.0,2.0,2.0,0.0,2.0,4028049.0,4014.0,3835377.0,648261.0,2007.0,2007.0,0.0,2007.0,4.0,3822.0,646.0,2.0,2.0,0.0,2.0,3651921.0,617253.0,1911.0,1911.0,0.0,1911.0,104329.0,323.0,323.0,0.0,323.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
